CustomerID,Recency,Frequency,Monetary,Cluster,Segment,Churn,Churn_Probability,Retention_Action
13303.0,36,1,61.72,2,At-Risk High-Value,0,1.3094967822857039e-52,Monitor
13304.0,91,3,917.57,3,Inactive / Churned,1,0.8848035803005458,No Action / Low-Cost Re-engagement
13305.0,8,7,1753.85,1,High-Value Loyal,0,5.803341575350024e-80,Monitor
13306.0,66,1,53.65,2,At-Risk High-Value,0,9.534671848566686e-24,Monitor
13307.0,123,2,258.34,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13308.0,232,1,284.86,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13309.0,28,1,249.58,0,Active Low-Value,0,2.60703420929599e-60,Monitor
13310.0,16,2,409.17,0,Active Low-Value,0,6.382127412074087e-72,Monitor
13312.0,87,1,124.75,2,At-Risk High-Value,0,0.0015148929837347038,Monitor
13313.0,115,7,1890.0,3,Inactive / Churned,1,1.0,No Action / Low-Cost Re-engagement
13315.0,325,1,310.26,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13316.0,28,6,7213.84,1,High-Value Loyal,0,8.692354288628646e-61,Monitor
13317.0,21,13,4212.411,1,High-Value Loyal,0,6.870092147472942e-68,Monitor
13319.0,1,34,11236.95,1,High-Value Loyal,0,1.3039539650791394e-88,Monitor
13320.0,70,2,679.4,3,Inactive / Churned,0,5.626340703953923e-20,No Action / Low-Cost Re-engagement
13324.0,64,8,3391.52,3,Inactive / Churned,0,3.4535758519117896e-26,No Action / Low-Cost Re-engagement
13326.0,68,1,281.76,2,At-Risk High-Value,0,7.908082878508613e-22,Monitor
13327.0,1,14,6251.71,1,High-Value Loyal,0,3.0549595945132462e-87,Monitor
13329.0,2,7,4323.97,1,High-Value Loyal,0,8.526825653214467e-86,Monitor
13330.0,91,3,1665.25,3,Inactive / Churned,1,0.8806088808581012,No Action / Low-Cost Re-engagement
13331.0,37,1,262.4,0,Active Low-Value,0,1.1869937259501668e-51,Monitor
13333.0,47,3,1015.74,3,Inactive / Churned,0,3.5657213406450084e-42,No Action / Low-Cost Re-engagement
13334.0,172,2,2726.93,3,Inactive / Churned,1,1.0,No Action / Low-Cost Re-engagement
13337.0,182,1,1575.26,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13338.0,177,3,1958.6,3,Inactive / Churned,1,1.0,No Action / Low-Cost Re-engagement
13340.0,53,5,11364.08,3,Inactive / Churned,0,9.031445355882413e-37,No Action / Low-Cost Re-engagement
13346.0,98,6,299.4,3,Inactive / Churned,1,0.9999999642368218,No Action / Low-Cost Re-engagement
13357.0,130,4,3228.41,3,Inactive / Churned,1,1.0,No Action / Low-Cost Re-engagement
13359.0,39,1,603.75,0,Active Low-Value,0,9.784727848323348e-50,Monitor
13360.0,67,4,1553.65,3,Inactive / Churned,0,5.2264614830050993e-23,No Action / Low-Cost Re-engagement
13361.0,108,2,1450.5,3,Inactive / Churned,1,1.0,No Action / Low-Cost Re-engagement
13362.0,14,3,2303.33,3,Inactive / Churned,0,5.937875610783709e-74,No Action / Low-Cost Re-engagement
13363.0,45,1,731.36,0,Active Low-Value,0,5.753706331336487e-44,Monitor
13367.0,67,1,510.20000000000005,2,At-Risk High-Value,0,8.523692396467236e-23,Monitor
13368.0,50,2,498.1,0,Active Low-Value,0,3.259507979588501e-39,Monitor
13369.0,1,1,308.28000000000003,0,Active Low-Value,0,2.7476092047789722e-86,Monitor
13370.0,7,1,754.87,0,Active Low-Value,0,1.5879858294972852e-80,Monitor
13371.0,141,2,2297.66,3,Inactive / Churned,1,1.0,No Action / Low-Cost Re-engagement
13373.0,51,3,4274.94,3,Inactive / Churned,0,2.107217803206546e-38,No Action / Low-Cost Re-engagement
13374.0,50,2,422.8,0,Active Low-Value,0,3.2728360825054804e-39,Monitor
13375.0,80,1,1013.58,2,At-Risk High-Value,0,2.6647236938743923e-10,Monitor
13377.0,32,2,1552.88,3,Inactive / Churned,0,1.4829301095726153e-56,No Action / Low-Cost Re-engagement
13380.0,68,1,62.4,2,At-Risk High-Value,0,8.002651588291281e-22,Monitor
13381.0,15,6,4585.06,1,High-Value Loyal,0,3.1198583114194197e-73,Monitor
13382.0,64,4,1164.59,3,Inactive / Churned,0,6.936865093089995e-26,No Action / Low-Cost Re-engagement
13383.0,179,1,305.28000000000003,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13384.0,26,4,2528.9,3,Inactive / Churned,0,1.7803528611306858e-62,No Action / Low-Cost Re-engagement
13386.0,50,2,835.46,3,Inactive / Churned,0,3.200458419886233e-39,No Action / Low-Cost Re-engagement
13387.0,53,1,189.44,2,At-Risk High-Value,0,2.9460376702511947e-36,Monitor
13388.0,239,1,508.55,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13392.0,313,1,91.14,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13393.0,219,4,1131.45,3,Inactive / Churned,1,1.0,No Action / Low-Cost Re-engagement
13394.0,15,11,4101.68,1,High-Value Loyal,0,1.5574273338408977e-73,Monitor
13395.0,36,2,872.51,0,Active Low-Value,0,1.0849296068154478e-52,Monitor
13397.0,73,5,1647.74,3,Inactive / Churned,0,2.6654766715111746e-17,No Action / Low-Cost Re-engagement
13398.0,84,1,213.0,2,At-Risk High-Value,0,1.962281837619577e-06,Monitor
13399.0,100,3,275.4,2,At-Risk High-Value,1,0.9999999997240216,Targeted Win-Back Campaign
13400.0,218,1,310.83,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13402.0,8,3,913.9000000000001,0,Active Low-Value,0,1.0812582429005618e-79,Monitor
13403.0,23,2,154.5,0,Active Low-Value,0,3.5109813384264837e-65,Monitor
13405.0,117,3,641.36,3,Inactive / Churned,1,1.0,No Action / Low-Cost Re-engagement
13406.0,63,2,568.92,0,Active Low-Value,0,1.0431743045084513e-26,Monitor
13407.0,214,3,2244.7,3,Inactive / Churned,1,1.0,No Action / Low-Cost Re-engagement
13408.0,7,46,23616.422,1,High-Value Loyal,0,6.996192612444683e-84,Monitor
13410.0,29,4,1198.9,3,Inactive / Churned,0,1.4723434782948344e-59,No Action / Low-Cost Re-engagement
13412.0,256,1,487.34999999999997,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13413.0,275,6,429.44,3,Inactive / Churned,1,1.0,No Action / Low-Cost Re-engagement
13414.0,99,3,1103.64,3,Inactive / Churned,1,0.9999999973549436,No Action / Low-Cost Re-engagement
13415.0,108,4,800.67,3,Inactive / Churned,1,1.0,No Action / Low-Cost Re-engagement
13416.0,372,1,228.3,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13417.0,183,4,1028.66,3,Inactive / Churned,1,1.0,No Action / Low-Cost Re-engagement
13418.0,8,15,6106.17,1,High-Value Loyal,0,1.4463700013283216e-80,Monitor
13421.0,42,6,2252.04,3,Inactive / Churned,0,3.3485237057983943e-47,No Action / Low-Cost Re-engagement
13423.0,64,1,217.03,2,At-Risk High-Value,0,1.1254506740100862e-25,Monitor
13424.0,85,1,572.77,2,At-Risk High-Value,0,1.7634142229095534e-05,Monitor
13425.0,144,2,1779.42,3,Inactive / Churned,1,1.0,No Action / Low-Cost Re-engagement
13426.0,18,12,4526.06,1,High-Value Loyal,0,1.0139121347017485e-70,Monitor
13427.0,113,3,423.93,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13428.0,150,2,281.51,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13431.0,42,6,2047.14,3,Inactive / Churned,0,3.3859126898536653e-47,No Action / Low-Cost Re-engagement
13432.0,207,2,439.1,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13433.0,137,4,658.3199999999999,3,Inactive / Churned,1,1.0,No Action / Low-Cost Re-engagement
13434.0,21,3,1132.6200000000001,0,Active Low-Value,0,3.4328386954734045e-67,Monitor
13435.0,12,2,665.34,0,Active Low-Value,0,8.926233736969796e-76,Monitor
13438.0,183,1,46.5,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13439.0,24,2,702.9,0,Active Low-Value,0,3.12312109801495e-64,Monitor
13440.0,59,7,1295.25,3,Inactive / Churned,0,6.916569800580165e-31,No Action / Low-Cost Re-engagement
13441.0,67,1,424.26,2,At-Risk High-Value,0,8.563482010780456e-23,Monitor
13442.0,303,3,419.87,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13443.0,84,6,1280.16,3,Inactive / Churned,0,9.00621657531986e-07,No Action / Low-Cost Re-engagement
13444.0,10,2,631.6800000000001,0,Active Low-Value,0,1.0649429914026223e-77,Monitor
13445.0,262,1,241.89999999999998,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13446.0,66,11,3881.89,1,High-Value Loyal,0,1.8323142755762664e-24,Monitor
13448.0,9,9,5701.5,1,High-Value Loyal,0,3.2180644673580066e-79,Monitor
13450.0,10,7,2076.32,1,High-Value Loyal,0,4.78875707280052e-78,Monitor
13451.0,17,6,4214.77,1,High-Value Loyal,0,2.6729069432675155e-71,Monitor
13452.0,108,1,139.8,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13453.0,38,1,424.71,0,Active Low-Value,0,1.0781903974956222e-50,Monitor
13454.0,277,1,219.87,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13455.0,2,5,1847.59,1,High-Value Loyal,0,1.3011012166130267e-85,Monitor
13457.0,324,2,148.22,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13458.0,15,2,2312.7,0,Active Low-Value,0,6.282005725282915e-73,Monitor
13459.0,260,2,1160.4099999999999,3,Inactive / Churned,1,1.0,No Action / Low-Cost Re-engagement
13461.0,43,3,2715.0,3,Inactive / Churned,0,4.6119720793364446e-46,No Action / Low-Cost Re-engagement
13462.0,46,4,1002.35,3,Inactive / Churned,0,3.3711244059185666e-43,No Action / Low-Cost Re-engagement
13464.0,30,5,2422.96,3,Inactive / Churned,0,1.0930672607795724e-58,No Action / Low-Cost Re-engagement
13465.0,82,2,931.12,3,Inactive / Churned,0,1.9458361812080084e-08,No Action / Low-Cost Re-engagement
13466.0,44,4,705.45,3,Inactive / Churned,0,4.079700762025351e-45,No Action / Low-Cost Re-engagement
13468.0,4,38,7685.54,1,High-Value Loyal,0,6.832253177457394e-86,Monitor
13469.0,289,1,82.4,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13472.0,99,2,592.24,2,At-Risk High-Value,1,0.9999999977727021,Targeted Win-Back Campaign
13473.0,210,6,2235.12,3,Inactive / Churned,1,1.0,No Action / Low-Cost Re-engagement
13474.0,79,2,434.2,2,At-Risk High-Value,0,2.597767574942332e-11,Monitor
13476.0,42,3,823.0,3,Inactive / Churned,0,5.576328598260875e-47,No Action / Low-Cost Re-engagement
13477.0,91,5,1379.59,3,Inactive / Churned,1,0.8488115601769524,No Action / Low-Cost Re-engagement
13478.0,105,5,2215.78,3,Inactive / Churned,1,0.9999999999999936,No Action / Low-Cost Re-engagement
13479.0,88,2,550.42,2,At-Risk High-Value,0,0.011624926670158511,Monitor
13480.0,52,2,627.82,0,Active Low-Value,0,2.7178979461836423e-37,Monitor
13481.0,10,6,2026.28,1,High-Value Loyal,0,5.546528170069295e-78,Monitor
13482.0,263,1,151.45,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13484.0,19,2,476.92,0,Active Low-Value,0,4.892964828918521e-69,Monitor
13485.0,12,10,2560.98,1,High-Value Loyal,0,2.541488559396361e-76,Monitor
13487.0,141,2,271.47,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13488.0,3,11,6619.57,1,High-Value Loyal,0,3.875645203633704e-85,Monitor
13490.0,290,1,154.25,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13491.0,8,18,3350.7400000000002,1,High-Value Loyal,0,1.0895999258863108e-80,Monitor
13495.0,4,6,3329.39,1,High-Value Loyal,0,8.728706642551817e-84,Monitor
13497.0,4,5,972.28,1,High-Value Loyal,0,1.1456338418894101e-83,Monitor
13498.0,366,1,327.38,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13500.0,37,1,299.53,0,Active Low-Value,0,1.1846077205507578e-51,Monitor
13501.0,122,2,1544.79,3,Inactive / Churned,1,1.0,No Action / Low-Cost Re-engagement
13502.0,51,2,488.5,0,Active Low-Value,0,2.988443389613403e-38,Monitor
13503.0,115,5,1688.54,3,Inactive / Churned,1,1.0,No Action / Low-Cost Re-engagement
13506.0,5,4,1180.68,0,Active Low-Value,0,1.199026664658764e-82,Monitor
13508.0,278,1,176.07999999999998,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13509.0,143,1,135.0,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13510.0,11,7,2766.73,1,High-Value Loyal,0,4.227083877272406e-77,Monitor
13511.0,312,1,282.76,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13512.0,23,3,462.18,0,Active Low-Value,0,2.9892791779870794e-65,Monitor
13513.0,77,2,619.49,3,Inactive / Churned,0,3.062706278280966e-13,No Action / Low-Cost Re-engagement
13514.0,64,3,663.7,3,Inactive / Churned,0,8.233273500714658e-26,No Action / Low-Cost Re-engagement
13515.0,85,2,374.7,2,At-Risk High-Value,0,1.5431076197211015e-05,Monitor
13516.0,53,1,295.85,2,At-Risk High-Value,0,2.9290980349872526e-36,Monitor
13519.0,78,1,220.46,2,At-Risk High-Value,0,3.3127173794556715e-12,Monitor
13520.0,7,6,2685.05,1,High-Value Loyal,0,6.955298181906813e-81,Monitor
13523.0,2,2,1136.64,0,Active Low-Value,0,2.0840379319707484e-85,Monitor
13526.0,374,2,1182.0,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13527.0,54,5,2396.23,3,Inactive / Churned,0,1.3455043085734698e-35,No Action / Low-Cost Re-engagement
13530.0,270,1,402.97999999999996,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13531.0,2,5,1254.72,1,High-Value Loyal,0,1.3435828125696236e-85,Monitor
13534.0,15,10,1850.82,1,High-Value Loyal,0,2.032371547362132e-73,Monitor
13535.0,38,1,89.5,2,At-Risk High-Value,0,1.0979554482927455e-50,Monitor
13537.0,61,2,717.85,3,Inactive / Churned,0,1.2323034960111727e-28,No Action / Low-Cost Re-engagement
13538.0,32,5,1831.88,3,Inactive / Churned,0,9.4774653981736e-57,No Action / Low-Cost Re-engagement
13539.0,56,4,938.02,3,Inactive / Churned,0,1.4124050627096534e-33,No Action / Low-Cost Re-engagement
13540.0,103,3,632.39,3,Inactive / Churned,1,0.9999999999996343,No Action / Low-Cost Re-engagement
13541.0,63,2,785.25,3,Inactive / Churned,0,1.031016215063334e-26,No Action / Low-Cost Re-engagement
13542.0,12,17,4006.17,1,High-Value Loyal,0,8.56505661741448e-77,Monitor
13543.0,270,2,1439.6100000000001,3,Inactive / Churned,1,1.0,No Action / Low-Cost Re-engagement
13544.0,47,4,537.59,3,Inactive / Churned,0,3.1679628414489735e-42,No Action / Low-Cost Re-engagement
13545.0,26,2,374.64,0,Active Low-Value,0,2.6696148219554543e-62,Monitor
13546.0,18,2,465.15,0,Active Low-Value,0,5.3429616625338376e-70,Monitor
13547.0,44,1,175.53,2,At-Risk High-Value,0,6.470863754671832e-45,Monitor
13548.0,107,1,226.57999999999998,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13549.0,23,1,87.6,0,Active Low-Value,0,4.070274905940239e-65,Monitor
13550.0,19,1,349.51,0,Active Low-Value,0,5.691037333805365e-69,Monitor
13551.0,302,1,152.39999999999998,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13552.0,64,10,3238.85,3,Inactive / Churned,0,2.609880999888077e-26,No Action / Low-Cost Re-engagement
13553.0,310,1,517.8,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13554.0,16,7,1638.28,1,High-Value Loyal,0,2.903584531002694e-72,Monitor
13555.0,14,9,4849.91,1,High-Value Loyal,0,2.1775712457178085e-74,Monitor
13556.0,65,2,200.82,2,At-Risk High-Value,0,8.93622935850465e-25,Monitor
13557.0,51,11,2448.2,1,High-Value Loyal,0,7.340684462777368e-39,Monitor
13559.0,148,2,990.0,3,Inactive / Churned,1,1.0,No Action / Low-Cost Re-engagement
13561.0,33,10,1678.86,1,High-Value Loyal,0,4.258504033102355e-56,Monitor
13562.0,37,5,3038.85,3,Inactive / Churned,0,5.7361575512396635e-52,No Action / Low-Cost Re-engagement
13564.0,4,35,15500.53,1,High-Value Loyal,0,6.894426907199415e-86,Monitor
13565.0,47,1,174.57999999999998,2,At-Risk High-Value,0,4.9795001846613186e-42,Monitor
13566.0,70,3,833.41,3,Inactive / Churned,0,4.8303727821296816e-20,No Action / Low-Cost Re-engagement
13567.0,64,4,1083.69,3,Inactive / Churned,0,6.967343974785049e-26,No Action / Low-Cost Re-engagement
13569.0,3,3,520.03,0,Active Low-Value,0,1.7094800542636267e-84,Monitor
13571.0,18,14,2454.2200000000003,1,High-Value Loyal,0,8.501982667824116e-71,Monitor
13573.0,15,4,622.07,0,Active Low-Value,0,5.1599600754575474e-73,Monitor
13574.0,47,1,421.25,0,Active Low-Value,0,4.913379475032276e-42,Monitor
13576.0,9,11,4834.400000000001,1,High-Value Loyal,0,2.5279050126031443e-79,Monitor
13577.0,18,7,1796.68,1,High-Value Loyal,0,2.4173558127622145e-70,Monitor
13578.0,45,1,147.66,2,At-Risk High-Value,0,5.938615807617455e-44,Monitor
13579.0,5,4,1072.0,0,Active Low-Value,0,1.2061092679016578e-82,Monitor
13580.0,42,1,107.75,2,At-Risk High-Value,0,7.734342216777681e-47,Monitor
13581.0,50,1,162.53,2,At-Risk High-Value,0,3.834162289186341e-39,Monitor
13582.0,25,2,241.68,0,Active Low-Value,0,2.934342531249195e-63,Monitor
13583.0,315,1,664.001,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13584.0,134,2,250.05,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13585.0,166,3,684.54,3,Inactive / Churned,1,1.0,No Action / Low-Cost Re-engagement
13586.0,177,1,131.53,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13587.0,85,3,961.1,3,Inactive / Churned,0,1.2941228397363443e-05,No Action / Low-Cost Re-engagement
13589.0,85,4,741.09,3,Inactive / Churned,0,1.1337922444142765e-05,No Action / Low-Cost Re-engagement
13590.0,11,12,4367.67,1,High-Value Loyal,0,1.8847716872735305e-77,Monitor
13591.0,71,4,976.8100000000001,3,Inactive / Churned,0,3.802349427996841e-19,No Action / Low-Cost Re-engagement
13593.0,23,9,3486.61,1,High-Value Loyal,0,1.0682217710925447e-65,Monitor
13594.0,121,1,136.35000000000002,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13595.0,152,3,818.22,3,Inactive / Churned,1,1.0,No Action / Low-Cost Re-engagement
13597.0,36,2,396.71,0,Active Low-Value,0,1.1132677884086763e-52,Monitor
13598.0,131,4,609.42,3,Inactive / Churned,1,1.0,No Action / Low-Cost Re-engagement
13599.0,2,14,5013.96,1,High-Value Loyal,0,2.9936656867784967e-86,Monitor
13600.0,270,1,298.9,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13601.0,28,2,491.82,0,Active Low-Value,0,2.227536525970906e-60,Monitor
13602.0,17,3,596.28,0,Active Low-Value,0,5.011966043924637e-71,Monitor
13604.0,294,1,717.62,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13605.0,23,2,522.67,0,Active Low-Value,0,3.4416249388427764e-65,Monitor
13607.0,38,1,400.3,0,Active Low-Value,0,1.0796175994351715e-50,Monitor
13608.0,176,1,236.2,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13609.0,229,1,167.35,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13610.0,23,7,1044.0,3,Inactive / Churned,0,1.6270104361896894e-65,No Action / Low-Cost Re-engagement
13611.0,10,7,2147.73,1,High-Value Loyal,0,4.770261120695588e-78,Monitor
13612.0,268,1,818.29,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13613.0,88,5,1039.8500000000001,3,Inactive / Churned,0,0.007376864870915492,No Action / Low-Cost Re-engagement
13614.0,29,2,748.73,0,Active Low-Value,0,2.013007688217686e-59,Monitor
13615.0,35,7,5854.84,1,High-Value Loyal,0,4.395117250273361e-54,Monitor
13616.0,204,2,288.1,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13617.0,44,5,734.57,3,Inactive / Churned,0,3.526324308050152e-45,No Action / Low-Cost Re-engagement
13619.0,180,2,231.69,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13620.0,164,1,112.34,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13622.0,332,1,658.95,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13623.0,16,5,1818.71,3,Inactive / Churned,0,3.8364489901415464e-72,No Action / Low-Cost Re-engagement
13624.0,24,1,462.08,0,Active Low-Value,0,3.654915157193332e-64,Monitor
13625.0,232,1,301.26,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13626.0,15,1,449.81,0,Active Low-Value,0,8.027173725229484e-73,Monitor
13627.0,124,2,607.43,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13628.0,312,1,310.14,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13629.0,49,8,5578.5,1,High-Value Loyal,0,1.1370829233087487e-40,Monitor
13632.0,30,3,1526.88,3,Inactive / Churned,0,1.5310091855081629e-58,No Action / Low-Cost Re-engagement
13634.0,10,11,3498.31,1,High-Value Loyal,0,2.490422541820633e-78,Monitor
13635.0,78,3,1928.1299999999999,3,Inactive / Churned,0,2.2633540001907483e-12,No Action / Low-Cost Re-engagement
13639.0,72,1,312.93,2,At-Risk High-Value,0,5.5668023572743714e-18,Monitor
13640.0,247,1,405.0,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13641.0,276,5,1016.47,3,Inactive / Churned,1,1.0,No Action / Low-Cost Re-engagement
13642.0,68,3,159.92,2,At-Risk High-Value,0,5.9661933879074495e-22,Monitor
13643.0,18,7,1637.33,1,High-Value Loyal,0,2.438321257421381e-70,Monitor
13646.0,35,2,326.25,0,Active Low-Value,0,1.219525518503506e-53,Monitor
13647.0,130,4,1393.56,3,Inactive / Churned,1,1.0,No Action / Low-Cost Re-engagement
13648.0,36,8,1759.07,3,Inactive / Churned,0,4.353232476790646e-53,No Action / Low-Cost Re-engagement
13649.0,2,5,1332.28,1,High-Value Loyal,0,1.337947412274595e-85,Monitor
13650.0,10,4,1451.66,0,Active Low-Value,0,7.634603450028001e-78,Monitor
13651.0,17,1,132.65,0,Active Low-Value,0,6.857427130572031e-71,Monitor
13652.0,4,3,1475.77,0,Active Low-Value,0,1.4874332428273663e-83,Monitor
13653.0,123,1,152.2,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13654.0,16,5,3600.67,1,High-Value Loyal,0,3.483297074655618e-72,Monitor
13655.0,10,4,1347.54,0,Active Low-Value,0,7.677803214057395e-78,Monitor
13656.0,135,2,699.2,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13658.0,19,4,3386.33,3,Inactive / Churned,0,3.1322535879760324e-69,No Action / Low-Cost Re-engagement
13659.0,52,10,3321.68,1,High-Value Loyal,0,7.410827850521876e-38,Monitor
13660.0,36,1,314.59,0,Active Low-Value,0,1.2916744568879546e-52,Monitor
13661.0,239,1,325.24,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13662.0,21,8,1352.35,1,High-Value Loyal,0,1.649599185810561e-67,Monitor
13663.0,16,4,1858.04,3,Inactive / Churned,0,4.422058641578293e-72,No Action / Low-Cost Re-engagement
13665.0,22,3,1711.6599999999999,3,Inactive / Churned,0,3.0485447841057123e-66,No Action / Low-Cost Re-engagement
13666.0,56,2,43.25,2,At-Risk High-Value,0,1.9781505634360786e-33,Monitor
13668.0,19,14,6726.35,1,High-Value Loyal,0,6.180754879034906e-70,Monitor
13669.0,43,1,195.0,2,At-Risk High-Value,0,7.054024729238456e-46,Monitor
13671.0,30,1,194.95,0,Active Low-Value,0,2.1956674024076837e-58,Monitor
13672.0,366,1,233.53000000000003,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13674.0,68,1,240.68,2,At-Risk High-Value,0,7.925707510591631e-22,Monitor
13676.0,175,2,243.9,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13677.0,40,2,556.1899999999999,0,Active Low-Value,0,7.782415659957207e-49,Monitor
13679.0,129,3,281.26,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13680.0,107,8,7713.25,3,Inactive / Churned,1,0.9999999999999998,No Action / Low-Cost Re-engagement
13683.0,93,1,258.6,2,At-Risk High-Value,1,0.9988799926549384,Targeted Win-Back Campaign
13684.0,26,3,529.75,0,Active Low-Value,0,2.2918032831984503e-62,Monitor
13686.0,16,2,337.04,0,Active Low-Value,0,6.407123116870734e-72,Monitor
13687.0,74,1,11880.84,3,Inactive / Churned,0,2.4973878113463566e-16,No Action / Low-Cost Re-engagement
13688.0,271,1,375.5,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13689.0,80,1,349.5,2,At-Risk High-Value,0,2.762367697967783e-10,Monitor
13691.0,32,1,212.78,0,Active Low-Value,0,1.8419634688849962e-56,Monitor
13692.0,44,2,1626.08,3,Inactive / Churned,0,5.178481815047846e-45,No Action / Low-Cost Re-engagement
13693.0,10,9,2011.82,1,High-Value Loyal,0,3.60163259628297e-78,Monitor
13694.0,9,94,131443.19,1,High-Value Loyal,0,1.6806194687452061e-87,Monitor
13695.0,213,1,266.6,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13696.0,57,3,2020.4,3,Inactive / Churned,0,1.4098500232513062e-32,No Action / Low-Cost Re-engagement
13698.0,232,2,465.53000000000003,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13699.0,186,1,455.57,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13700.0,53,3,348.34,0,Active Low-Value,0,2.1890572402909886e-36,Monitor
13701.0,82,1,161.0,2,At-Risk High-Value,0,2.3434299061593486e-08,Monitor
13702.0,81,1,135.18,2,At-Risk High-Value,0,2.5608999494678004e-09,Monitor
13703.0,51,1,326.06,2,At-Risk High-Value,0,3.482481472354879e-38,Monitor
13705.0,9,5,1323.47,1,High-Value Loyal,0,7.262994460612168e-79,Monitor
13706.0,262,1,300.38,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13707.0,65,3,2559.45,3,Inactive / Churned,0,6.808047810054501e-25,No Action / Low-Cost Re-engagement
13709.0,82,5,1263.7,3,Inactive / Churned,0,1.2399860004096237e-08,No Action / Low-Cost Re-engagement
13710.0,59,2,329.04,2,At-Risk High-Value,0,1.4987677422418905e-30,Monitor
13711.0,42,7,1540.2,3,Inactive / Churned,0,3.0129089962981217e-47,No Action / Low-Cost Re-engagement
13712.0,246,1,537.58,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
13713.0,44,3,743.26,3,Inactive / Churned,0,4.702828620968679e-45,No Action / Low-Cost Re-engagement
13714.0,101,1,161.35,2,At-Risk High-Value,1,0.9999999999775673,Targeted Win-Back Campaign
13715.0,8,13,7403.95,1,High-Value Loyal,0,1.7987765771984224e-80,Monitor
13717.0,93,2,318.29,2,At-Risk High-Value,1,0.9987023154167305,Targeted Win-Back Campaign
13719.0,29,6,1773.57,3,Inactive / Churned,0,1.0696524716985777e-59,No Action / Low-Cost Re-engagement
13721.0,31,1,217.39999999999998,0,Active Low-Value,0,2.0095796933917186e-57,Monitor
